name,sec1_mean,sec1_std,sec2_mean,sec2_std,sec3_mean,sec3_std,sec4_mean,sec4_std,sec5_mean,sec5_std,sec6_mean,sec6_std,sec7_mean,sec7_std,sec8_mean,sec8_std,sec9_mean,sec9_std,sec10_mean,sec10_std,sec11_mean,sec11_std,sec12_mean,sec12_std,sec13_mean,sec13_std,sec14_mean,sec14_std,sec15_mean,sec15_std,sec16_mean,sec16_std,sec17_mean,sec17_std,sec18_mean,sec18_std,sec19_mean,sec19_std,sec20_mean,sec20_std,sec21_mean,sec21_std,sec22_mean,sec22_std,sec23_mean,sec23_std,sec24_mean,sec24_std,sec25_mean,sec25_std
cachua,0.0,0.0,5.7375,37.817239372407926,2.23125,23.74847939211056,10.359375,50.34206962977759,5.259375,36.24195910280479,1.434375,19.07113508314005,12.1125,54.23997459208476,13.3875,56.873432670711914,13.546875,57.19209126036899,12.271875,54.57773546955182,25.81875,76.92316555133115,14.6625,59.362855336902385,0.478125,11.031467331428535,23.109375,73.20414887224203,21.675,71.11483231366013,28.36875,80.18257462464959,26.296875,77.55112823314936,18.4875,66.12506970695759,38.090625,90.89671975439695,26.296875,77.55112823314936,17.690625,64.79314131996823,20.878125,69.91441747940388,25.978125,77.13338380029994,9.24375,47.66245205544402,29.9625,82.11386054589077
cachua,11.634375,53.210966382498405,16.89375,63.423240700373384,23.90625,74.3275518293015,20.878125,69.91441747940388,23.746875,74.10491922088826,42.871875,95.36419904232604,26.296875,77.55112823314936,29.9625,82.11386054589077,32.353125,84.87238760477035,24.54375,75.20811516011753,35.0625,87.81548037646893,4.14375,32.24105435523938,6.853125,41.23810801594048,0.95625,15.586190552457003,19.44375,67.67641269997621,18.965625,66.90694615179635,8.446875,45.63555004307908,0.0,0.0,2.390625,24.574260662517908,26.775,78.1711223854436,20.08125,68.68378373704742,22.63125,72.51755148539904,17.2125,63.97591221506732,27.09375,78.5801181020842,23.109375,73.20414887224203
cachua,9.24375,47.66245205544402,8.2875,45.2175833470786,25.81875,76.92316555133115,20.878125,69.91441747940388,9.24375,47.66245205544402,48.928125,100.41270068564224,22.790625,72.74748646592111,25.18125,76.07314505420096,21.196875,70.39812224224717,25.021875,75.85831461668771,49.40625,100.78499993023516,4.4625,33.43685980695556,7.0125,41.70146692563705,3.825,30.995876741915207,20.4,69.17976582787773,22.63125,72.51755148539904,28.209375,79.98513478834286,25.5,76.5,18.009375,65.33033780036173,12.271875,54.57773546955182,20.240625,68.93240511261286,31.55625,83.97051170463057,19.44375,67.67641269997621,21.0375,70.15686775897282,21.675,71.11483231366013
cachua,20.240625,68.93240511261286,17.690625,64.79314131996823,16.415625,62.58203920342781,21.196875,70.39812224224717,34.425,87.13951098669305,28.528125,80.37921347577603,44.784375,97.02770419245925,34.10625,86.79779640600044,35.7,88.4816930217771,26.45625,77.75866887966576,32.034375,84.51369382153034,7.809375,43.936366339393324,8.128125,44.7951499493458,7.65,43.49974137854155,30.440625,82.67845985871638,26.934375,78.37604907342151,12.1125,54.23997459208476,0.159375,6.37300750112339,19.603125,67.9302168790471,24.8625,75.6425382556006,29.484375,81.54254874517582,18.328125,65.8616102823517,12.271875,54.57773546955182,20.878125,69.91441747940388,31.55625,83.97051170463057
cachua,25.18125,76.07314505420096,17.2125,63.97591221506732,5.1,35.7,18.4875,66.12506970695759,17.2125,63.97591221506732,6.69375,40.768860186881604,33.15,85.7573757760812,39.684375,92.43736260765651,26.296875,77.55112823314936,9.24375,47.66245205544402,7.65,43.49974137854155,38.728125,91.51941984619644,19.921875,68.43388796118758,13.546875,57.19209126036899,18.16875,65.59670550749863,27.4125,78.98570974391508,35.859375,88.64674754106535,34.903125,87.64741148621776,25.81875,76.92316555133115,23.90625,74.3275518293015,39.84375,92.58850812027106,49.725,101.03118021185341,33.309375,85.93239297325181,36.496875,89.30107076756904,28.528125,80.37921347577603
cachua,4.4625,33.43685980695556,9.084375,47.26510082353972,9.403125,48.05598937941425,6.375,39.81186223978979,11.79375,53.556640213305954,10.8375,51.44036444029144,21.515625,70.87709260303625,16.25625,62.29829922186881,22.153125,71.82120806373544,9.084375,47.26510082353972,27.73125,79.3879494850289,19.603125,67.9302168790471,2.55,25.372179646218807,16.734375,63.14448763240838,22.790625,72.74748646592111,20.240625,68.93240511261286,18.646875,66.38710098908052,25.978125,77.13338380029994,15.61875,61.146021116974566,6.853125,41.23810801594048,21.196875,70.39812224224717,18.80625,66.64772097331986,15.778125,61.43673694528686,8.128125,44.7951499493458,13.3875,56.873432670711914
cachua,30.440625,82.67845985871638,9.721875,48.831990247013024,42.075,94.65104001013408,29.64375,81.73374049887538,34.584375,87.30943036613728,16.575,62.864094481667344,60.721875,108.61368247824201,29.64375,81.73374049887538,20.878125,69.91441747940388,32.034375,84.51369382153034,28.6875,80.57505720599893,25.978125,77.13338380029994,8.925,46.863838671197215,28.05,79.78688802052628,29.9625,82.11386054589077,38.090625,90.89671975439695,37.93125,90.73967722797727,18.328125,65.8616102823517,19.921875,68.43388796118758,4.303125,32.84478634782658,31.715625,84.15226381898098,25.81875,76.92316555133115,16.415625,62.58203920342782,5.41875,36.77524165029375,4.303125,32.84478634782658
cachua,7.96875,44.36812226630174,7.171875,42.15913108668602,2.390625,24.574260662517908,6.534375,40.293517696515096,5.41875,36.77524165029375,12.75,55.57596153014359,9.403125,48.05598937941425,10.8375,51.44036444029144,14.98125,59.9648305128723,4.78125,34.58841422264831,13.06875,56.22934308203769,9.721875,48.83199024701302,10.040625,49.593802280218185,18.16875,65.59670550749863,9.084375,47.26510082353972,17.053125,63.70037521659017,38.409375,91.20915818660632,14.6625,59.362855336902385,10.8375,51.44036444029144,0.6375,12.734052526591837,11.475,52.8625517261511,12.909375,55.90383405554019,11.634375,53.2109663824984,7.96875,44.36812226630174,2.86875,26.89426562368826
cachua,27.73125,79.3879494850289,37.93125,90.73967722797727,33.15,85.7573757760812,29.9625,82.11386054589077,36.496875,89.30107076756904,19.7625,68.18270377265777,31.875,84.33332304018383,10.678125,51.07738757497661,35.859375,88.64674754106535,38.56875,91.36455972332762,18.965625,66.90694615179633,19.44375,67.67641269997621,17.53125,64.52227540499095,17.2125,63.97591221506732,24.065625,74.54917885771361,18.328125,65.8616102823517,10.8375,51.44036444029144,15.778125,61.43673694528686,16.415625,62.58203920342782,1.59375,20.096422839338846,11.15625,52.15727979810201,6.375,39.81186223978979,6.05625,38.82866963903733,6.215625,39.32366184448462,3.1875,28.33111970519344
cachua,12.909375,55.90383405554019,17.053125,63.70037521659017,23.109375,73.20414887224203,14.184375,58.44500946068343,16.415625,62.58203920342781,32.034375,84.51369382153034,25.659375,76.71204012154398,11.15625,52.15727979810201,16.734375,63.14448763240838,25.340625,76.28703755953154,26.934375,78.37604907342151,1.753125,21.07067696431168,2.709375,26.144787474932265,3.984375,31.624996140068934,18.4875,66.12506970695759,30.6,82.8651917272868,41.596875,94.21731855255898,18.80625,66.64772097331986,31.078125,83.42105262752547,32.671875,85.22837971582221,11.475,52.862551726151096,32.19375,84.69338056151437,34.74375,87.47872933426446,57.853125,106.79682955375769,50.3625,101.51874749892258
