name,sec1_mean,sec1_std,sec2_mean,sec2_std,sec3_mean,sec3_std,sec4_mean,sec4_std,sec5_mean,sec5_std,sec6_mean,sec6_std,sec7_mean,sec7_std,sec8_mean,sec8_std,sec9_mean,sec9_std,sec10_mean,sec10_std,sec11_mean,sec11_std,sec12_mean,sec12_std,sec13_mean,sec13_std,sec14_mean,sec14_std,sec15_mean,sec15_std,sec16_mean,sec16_std,sec17_mean,sec17_std,sec18_mean,sec18_std,sec19_mean,sec19_std,sec20_mean,sec20_std,sec21_mean,sec21_std,sec22_mean,sec22_std,sec23_mean,sec23_std,sec24_mean,sec24_std,sec25_mean,sec25_std
cachua,0.0,0.0,0.0,0.0,7.65,43.49974137854155,0.0,0.0,0.0,0.0,0.0,0.0,5.41875,36.77524165029375,24.54375,75.20811516011753,10.359375,50.34206962977759,0.0,0.0,0.0,0.0,6.375,39.81186223978979,0.0,0.0,6.375,39.81186223978979,0.0,0.0,0.0,0.0,9.88125,49.21462839885617,0.0,0.0,10.8375,51.44036444029144,0.0,0.0,0.0,0.0,2.390625,24.574260662517908,10.51875,50.711311839051255,4.4625,33.43685980695556,0.0,0.0
cachua,0.0,0.0,0.95625,15.586190552457003,11.634375,53.2109663824984,3.346875,29.021570473259622,0.0,0.0,2.709375,26.144787474932265,8.2875,45.2175833470786,14.821875,59.66481497905088,14.025,58.13496688740778,3.665625,30.352884020458006,16.89375,63.42324070037339,0.0,0.0,0.0,0.0,0.0,0.0,6.375,39.81186223978979,0.0,0.0,9.88125,49.21462839885617,3.346875,29.021570473259626,9.24375,47.66245205544402,2.55,25.372179646218807,5.578125,37.300219791368185,32.034375,84.51369382153032,47.8125,99.52965559947447,4.303125,32.84478634782658,0.0,0.0
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.534375,40.293517696515096,11.475,52.862551726151096,4.940625,35.14896299479367,0.0,0.0,0.0,0.0,6.375,39.81186223978979,0.0,0.0,6.375,39.81186223978979,0.0,0.0,0.0,0.0,6.05625,38.82866963903734,7.65,43.49974137854155,10.996875,51.80030757856921,6.375,39.81186223978979,0.0,0.0,1.275,17.986088374074,7.33125,42.611283991889984,0.478125,11.031467331428535,0.0,0.0
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96875,44.36812226630174,0.0,0.0,8.2875,45.2175833470786,6.375,39.81186223978979,6.375,39.81186223978979,2.23125,23.74847939211056,3.984375,31.624996140068934,7.809375,43.936366339393324,0.0,0.0,8.128125,44.7951499493458,0.0,0.0,9.403125,48.05598937941425,9.24375,47.66245205544402,10.996875,51.80030757856921,5.7375,37.817239372407926,0.0,0.0
cachua,0.0,0.0,0.0,0.0,7.65,43.49974137854155,4.303125,32.84478634782658,0.0,0.0,0.0,0.0,4.303125,32.84478634782658,14.025,58.134966887407785,15.61875,61.146021116974566,0.6375,12.734052526591837,0.0,0.0,6.375,39.81186223978979,0.0,0.0,0.796875,14.232642594907489,6.375,39.81186223978979,0.0,0.0,4.14375,32.24105435523937,3.346875,29.021570473259622,7.65,43.49974137854155,0.796875,14.232642594907489,0.0,0.0,0.0,0.0,12.590625,55.245683425127204,8.446875,45.635550043079085,2.55,25.372179646218807
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.215625,39.32366184448461,10.2,49.96959075277683,4.621875,34.01788348037507,2.071875,22.891820787879123,0.0,0.0,6.534375,40.293517696515096,3.984375,31.624996140068934,24.54375,75.20811516011753,5.1,35.7,1.275,17.986088374074004,4.303125,32.84478634782658,10.678125,51.07738757497661,10.996875,51.80030757856921,0.0,0.0,0.0,0.0,1.275,17.986088374074004,0.0,0.0,6.215625,39.32366184448462,27.4125,78.98570974391507
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.171875,42.15913108668602,25.659375,76.71204012154399,4.14375,32.24105435523937,0.0,0.0,0.0,0.0,6.534375,40.293517696515096,0.0,0.0,6.534375,40.293517696515096,0.0,0.0,0.0,0.0,15.61875,61.146021116974566,12.43125,54.91295633488968,31.55625,83.97051170463057,16.734375,63.14448763240838,0.0,0.0,2.55,25.37217964621881,25.659375,76.71204012154398,15.3,60.55914464389337,15.61875,61.146021116974566
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796875,14.232642594907489,0.0,0.0,6.215625,39.32366184448461,6.69375,40.768860186881604,6.853125,41.23810801594048,1.115625,16.829728335875625,0.0,0.0,10.040625,49.593802280218185,1.753125,21.07067696431168,10.51875,50.711311839051255,0.0,0.0,0.0,0.0,8.128125,44.7951499493458,4.621875,34.01788348037506,11.315625,52.511341687861815,0.0,0.0,0.0,0.0,0.0,0.0,2.55,25.372179646218807,0.0,0.0,0.0,0.0
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275,17.986088374074,9.721875,48.83199024701302,6.375,39.81186223978979,8.765625,46.45856426278555,0.0,0.0,6.375,39.81186223978979,1.434375,19.071135083140046,4.14375,32.24105435523938,6.853125,41.23810801594048,0.0,0.0,0.159375,6.373007501123389,17.371875,64.24987224877864,18.16875,65.59670550749863,9.721875,48.831990247013024,0.0,0.0
cachua,0.0,0.0,0.0,0.0,19.284375,67.42127635887186,2.55,25.372179646218807,0.0,0.0,2.55,25.372179646218807,6.534375,40.293517696515096,22.63125,72.51755148539904,11.79375,53.556640213305954,1.275,17.986088374074004,2.55,25.372179646218807,8.765625,46.45856426278555,0.31875,9.009974941002888,8.2875,45.2175833470786,1.275,17.986088374074004,3.665625,30.352884020458006,13.228125,56.552529421630425,18.16875,65.59670550749863,12.590625,55.2456834251272,3.346875,29.021570473259622,3.346875,29.021570473259622,2.55,25.37217964621881,5.1,35.7,13.865625,57.82282264261556,21.196875,70.39812224224717
cachua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.853125,41.23810801594048,6.375,39.81186223978979,7.65,43.49974137854155,0.0,0.0,5.578125,37.300219791368185,1.753125,21.07067696431168,3.825,30.995876741915207,0.796875,14.232642594907489,5.7375,37.817239372407926,1.753125,21.07067696431168,11.315625,52.511341687861815,0.0,0.0,10.996875,51.80030757856921,1.275,17.986088374074,0.0,0.0,7.96875,44.36812226630174,30.6,82.8651917272868,4.303125,32.84478634782658,1.115625,16.82972833587563
